person,personLabel,birthDate,birthPlace,birthPlaceLabel,deathDate,deathPlace,deathPlaceLabel,isPoet,isWriter,isChildrensWriter
http://www.wikidata.org/entity/Q709154,Владимир Моисеевич Чеховский,1876-07-19T00:00:00Z,http://www.wikidata.org/entity/Q4145792,Гороховатка,1937-11-03T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,False,True,
http://www.wikidata.org/entity/Q2603726,Кузебай Герд,1898-01-14T00:00:00Z,http://www.wikidata.org/entity/Q4091304,Большая Докья,1937-11-01T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,True,False,
http://www.wikidata.org/entity/Q2832615,Александр Ахола-Вало,1900-01-27T00:00:00Z,http://www.wikidata.org/entity/Q2660157,Импилахти,1997-09-15T00:00:00Z,http://www.wikidata.org/entity/Q648536,Симрисхамн,False,True,
http://www.wikidata.org/entity/Q118263,Алесь Викторович Беляцкий,1962-09-25T00:00:00Z,http://www.wikidata.org/entity/Q370550,Вяртсиля,,,,False,True,
http://www.wikidata.org/entity/Q1854114,Алесь Прудников,1910-04-27T00:00:00Z,http://www.wikidata.org/entity/Q1025878,Старый Дедин,1941-08-05T00:00:00Z,http://www.wikidata.org/entity/Q16023543,Утуки,True,True,
http://www.wikidata.org/entity/Q2718927,Пентти Саарикоски,1937-09-02T00:00:00Z,http://www.wikidata.org/entity/Q2660157,Импилахти,1983-08-24T00:00:00Z,http://www.wikidata.org/entity/Q186237,Йоэнсуу,True,True,
http://www.wikidata.org/entity/Q528927,Ээва Килпи,1928-02-18T00:00:00Z,http://www.wikidata.org/entity/Q2991812,Хийтола,,,,True,True,
http://www.wikidata.org/entity/Q622850,Раиса Лардот,1938-01-17T00:00:00Z,http://www.wikidata.org/entity/Q4525971,Шокша,,,,True,True,
http://www.wikidata.org/entity/Q942517,Павел Коломенский,1600-01-01T00:00:00Z,,,1656-04-26T00:00:00Z,http://www.wikidata.org/entity/Q166162,Онежское озеро,False,True,
http://www.wikidata.org/entity/Q737626,Генрих Саулович Альтшуллер,1926-10-15T00:00:00Z,http://www.wikidata.org/entity/Q269,Ташкент,1998-09-24T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q533950,Eila Kivikk'aho,1921-02-08T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,2004-06-21T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,True,True,
http://www.wikidata.org/entity/Q1963784,Геннадий Фёдорович Шпаликов,1937-09-06T00:00:00Z,http://www.wikidata.org/entity/Q193922,Сегежа,1974-11-01T00:00:00Z,http://www.wikidata.org/entity/Q593888,Переделкино,True,True,
http://www.wikidata.org/entity/Q3892030,Валентина Николаевна Журавлёва,1933-07-17T00:00:00Z,http://www.wikidata.org/entity/Q9248,Баку,2004-03-12T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q3920379,Владимир Григорьевич Бондаренко,1946-02-16T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,,,,False,True,
http://www.wikidata.org/entity/Q3848779,Мирослав Ирчан,1897-07-14T00:00:00Z,http://www.wikidata.org/entity/Q1035599,Коломыйский район,1937-11-03T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,True,False,
http://www.wikidata.org/entity/Q4130524,Тойво Вяхя,1901-04-12T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,1984-04-18T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q4129860,Арвид Генетц,1848-07-01T00:00:00Z,http://www.wikidata.org/entity/Q2660157,Импилахти,1915-05-03T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,True,False,
http://www.wikidata.org/entity/Q4071998,Василий Иванович Атаманюк,1897-03-14T00:00:00Z,http://www.wikidata.org/entity/Q2619337,Яблонов,1937-11-03T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,False,True,
http://www.wikidata.org/entity/Q4253130,Наталья Валерьевна Лайдинен,1976-04-21T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,,,,True,True,
http://www.wikidata.org/entity/Q4322666,Дмитрий Новиков,1966-11-11T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,,,,False,True,
http://www.wikidata.org/entity/Q4262291,Юрий Владимирович Линник,1944-01-18T00:00:00Z,http://www.wikidata.org/entity/Q104773,Беломорск,2018-05-05T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,True,False,
http://www.wikidata.org/entity/Q5397965,Otto Aarnisalo,1864-07-08T00:00:00Z,http://www.wikidata.org/entity/Q14657,Выборг,1942-09-18T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,False,True,
http://www.wikidata.org/entity/Q4441833,Ортьё Степанов,1920-04-07T00:00:00Z,http://www.wikidata.org/entity/Q1236657,Калевала,1998-03-22T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q4426874,Елена Григорьевна Сойни,1953-04-13T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,,,,True,True,
http://www.wikidata.org/entity/Q4439999,Эдуард Старков,1969-07-08T00:00:00Z,http://www.wikidata.org/entity/Q1236657,Калевала,1997-02-23T00:00:00Z,http://www.wikidata.org/entity/Q656,Санкт-Петербург,True,False,
http://www.wikidata.org/entity/Q4441833,Ортьё Степанов,1920-04-07T00:00:00Z,http://www.wikidata.org/entity/Q6676101,Хайколя,1998-03-22T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q5395024,Лаури Кунтиярви,1906-03-20T00:00:00Z,http://www.wikidata.org/entity/Q20915135,Соукело,1988-02-19T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,False,True,
http://www.wikidata.org/entity/Q11864459,Ииво Хяркёнен,1882-08-25T00:00:00Z,http://www.wikidata.org/entity/Q2024273,Суйстамо,1941-08-28T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,False,True,
http://www.wikidata.org/entity/Q11801415,Олекса Андреевич Слисаренко,1891-03-28T00:00:00Z,http://www.wikidata.org/entity/Q2363136,Харьковская губерния,1937-11-03T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,True,True,
http://www.wikidata.org/entity/Q11867634,Juho Salokannel,1877-02-09T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,1965-12-21T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,True,False,
http://www.wikidata.org/entity/Q6196881,Samuli Suomalainen,1850-02-08T00:00:00Z,http://www.wikidata.org/entity/Q656,Санкт-Петербург,1907-05-04T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,False,True,
http://www.wikidata.org/entity/Q7244785,Николай Лайне,1920-05-27T00:00:00Z,http://www.wikidata.org/entity/Q2032124,Реболы,1984-02-18T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,True,True,
http://www.wikidata.org/entity/Q11875130,Лаури Суомалайнен,1877-05-12T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,1901-02-15T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,False,True,
http://www.wikidata.org/entity/Q11865030,Irja Salla,1912-01-05T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,1966-09-27T00:00:00Z,http://www.wikidata.org/entity/Q23040232,Nikkilä Hospital,False,True,
http://www.wikidata.org/entity/Q11850157,Aino Airamo,1883-09-07T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,1969-05-13T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,False,True,
http://www.wikidata.org/entity/Q6162970,Лассе Пёусти,1927-01-24T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,2019-04-05T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,False,True,
http://www.wikidata.org/entity/Q11850765,Alexander Boehm,1834-02-05T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,1904-03-22T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,True,False,
http://www.wikidata.org/entity/Q11801415,Олекса Андреевич Слисаренко,1891-04-09T00:00:00Z,http://www.wikidata.org/entity/Q2363136,Харьковская губерния,1937-11-03T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,True,True,
http://www.wikidata.org/entity/Q12142181,Валериан Львович Полищук,1897-10-01T00:00:00Z,http://www.wikidata.org/entity/Q4086789,Бильче,1937-10-09T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,True,True,
http://www.wikidata.org/entity/Q11881693,Матти Росси,1934-04-13T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,2017-07-03T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,False,True,
http://www.wikidata.org/entity/Q11902122,Вяйнё Вайнио,1892-10-16T00:00:00Z,http://www.wikidata.org/entity/Q2991812,Хийтола,1989-11-04T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,False,True,
http://www.wikidata.org/entity/Q12173514,Q12173514,1890-12-09T00:00:00Z,http://www.wikidata.org/entity/Q516355,Алнашский район,1937-11-01T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,True,False,
http://www.wikidata.org/entity/Q12142181,Валериан Львович Полищук,1897-10-01T00:00:00Z,http://www.wikidata.org/entity/Q4086789,Бильче,1937-11-03T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,True,True,
http://www.wikidata.org/entity/Q11901431,Vilho Jyrinoja,1901-12-25T00:00:00Z,http://www.wikidata.org/entity/Q20913006,Бабья Губа,1956-10-15T00:00:00Z,http://www.wikidata.org/entity/Q193180,Каяани,False,True,
http://www.wikidata.org/entity/Q11897395,Фома Густавович Фриман,1821-07-04T00:00:00Z,http://www.wikidata.org/entity/Q157439,Лахденпохья,1886-07-24T00:00:00Z,http://www.wikidata.org/entity/Q2466418,Яккима,False,True,
http://www.wikidata.org/entity/Q11887175,Пертту Пётр Алексеевич,1917-10-14T00:00:00Z,http://www.wikidata.org/entity/Q4219288,Кемский уезд,1992-08-10T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q11887080,Пекка Аалто,1897-05-26T00:00:00Z,http://www.wikidata.org/entity/Q4465477,Тунгуда,1941-10-08T00:00:00Z,http://www.wikidata.org/entity/Q4353575,Поросозеро,False,True,
http://www.wikidata.org/entity/Q15699453,Дубинина Зинаида Тимофеевна,1934-08-02T00:00:00Z,http://www.wikidata.org/entity/Q16021826,Лумбозеро,2022-01-24T00:00:00Z,http://www.wikidata.org/entity/Q49583,Олонец,True,True,
http://www.wikidata.org/entity/Q17382990,Илмари Питкянен,1880-01-18T00:00:00Z,http://www.wikidata.org/entity/Q2466418,Яккима,1927-04-01T00:00:00Z,http://www.wikidata.org/entity/Q30,США,False,True,
http://www.wikidata.org/entity/Q17381634,Pietari Kettunen,,http://www.wikidata.org/entity/Q4122850,Вокнаволок,,,,True,False,
http://www.wikidata.org/entity/Q17382103,Герман Петрович Лаукканен,1892-01-01T00:00:00Z,http://www.wikidata.org/entity/Q190583,Миккели,1938-09-22T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q17384901,Martti Wuori,1858-12-07T00:00:00Z,http://www.wikidata.org/entity/Q2466418,Яккима,1934-10-05T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,False,True,
http://www.wikidata.org/entity/Q17384764,Konrad Alexis Waaranen,1849-11-04T00:00:00Z,http://www.wikidata.org/entity/Q829851,Йоутсено,1923-12-22T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,False,True,
http://www.wikidata.org/entity/Q17385007,Werner August Örn,1853-11-26T00:00:00Z,http://www.wikidata.org/entity/Q14657,Выборг,1913-09-04T00:00:00Z,http://www.wikidata.org/entity/Q2642406,Салми,False,True,
http://www.wikidata.org/entity/Q17383849,Juhani Sjöström,1871-09-16T00:00:00Z,http://www.wikidata.org/entity/Q7977,Приозерск,1909-10-23T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,False,True,
http://www.wikidata.org/entity/Q17382339,Olga Lönnbohm,1871-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2029886,Рускеала,1904-10-28T00:00:00Z,,,True,True,
http://www.wikidata.org/entity/Q17381262,Faina Jyrkilä,1917-09-01T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,2008-01-28T00:00:00Z,http://www.wikidata.org/entity/Q134620,Йювяскюля,False,True,
http://www.wikidata.org/entity/Q18633810,Erkki Vanninen,1924-05-04T00:00:00Z,http://www.wikidata.org/entity/Q2991812,Хийтола,1989-02-03T00:00:00Z,,,False,True,
http://www.wikidata.org/entity/Q18633586,Kirsti Puhtila,1929-07-23T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,2006-06-17T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,False,True,
http://www.wikidata.org/entity/Q5480236,Eeva Tenhunen,1937-01-02T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,2017-06-09T00:00:00Z,,,False,True,
http://www.wikidata.org/entity/Q5481384,Урхо Нестерович Руханен,1907-06-30T00:00:00Z,http://www.wikidata.org/entity/Q181854,Лаппеэнранта,2001-06-22T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q5408457,Kustaa Urkio,1875-11-11T00:00:00Z,http://www.wikidata.org/entity/Q935858,Вихти,1927-11-01T00:00:00Z,http://www.wikidata.org/entity/Q2466418,Яккима,True,False,
http://www.wikidata.org/entity/Q2627621,Юрьё Кокко,1903-10-16T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,1977-09-06T00:00:00Z,http://www.wikidata.org/entity/Q1757,Хельсинки,False,True,True
http://www.wikidata.org/entity/Q17908564,Вася Вейкки,1958-03-08T00:00:00Z,http://www.wikidata.org/entity/Q16022260,Онькулица,,,,True,True,
http://www.wikidata.org/entity/Q5413174,Готтфрид Гуугович Гампф,1904-07-12T00:00:00Z,http://www.wikidata.org/entity/Q38511,Турку,1938-01-16T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q19708811,Ирма Поляри,1929-05-23T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,2021-10-25T00:00:00Z,http://www.wikidata.org/entity/Q6157,Сейняйоки,True,False,True
http://www.wikidata.org/entity/Q2995624,Николай Викторович Абрамов,1961-01-24T00:00:00Z,http://www.wikidata.org/entity/Q18779234,Казыченская,2016-01-23T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,True,True,
http://www.wikidata.org/entity/Q6068208,Henrik Renqvist,1789-08-01T00:00:00Z,http://www.wikidata.org/entity/Q283599,Иломантси,1866-11-05T00:00:00Z,http://www.wikidata.org/entity/Q196397,Сортавала,False,True,
http://www.wikidata.org/entity/Q19909182,Александр Александрович Иванов,1909-04-16T00:00:00Z,http://www.wikidata.org/entity/Q49583,Олонец,1976-01-05T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,True,True,
http://www.wikidata.org/entity/Q21600373,Q21600373,1904-01-01T00:00:00Z,http://www.wikidata.org/entity/Q369383,Казатин,1937-11-02T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,False,True,
http://www.wikidata.org/entity/Q21683593,Grigori Vacar,1901-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4296176,Мироны,1937-11-03T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,False,True,
http://www.wikidata.org/entity/Q22681563,Арви Нумми,1895-01-01T00:00:00Z,,,1925-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1236657,Калевала,False,True,
http://www.wikidata.org/entity/Q54557042,Иван Савин,1940-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1519853,Сямозеро,,,,True,True,
http://www.wikidata.org/entity/Q51669954,Александр Сергеевич Бушковский,1970-11-09T00:00:00Z,http://www.wikidata.org/entity/Q1036102,Кондопожский район,,,,False,True,
http://www.wikidata.org/entity/Q27207235,Тамара  Щербакова,1944-02-04T00:00:00Z,http://www.wikidata.org/entity/Q11898497,Тукса,2018-04-05T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q28496281,Тихон Васильевич Баландин,1745-06-16T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,1830-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2045591,Олонецкая губерния,False,True,
http://www.wikidata.org/entity/Q25679173,Михаил Башнин,1960-11-01T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,2009-09-01T00:00:00Z,,,True,False,
http://www.wikidata.org/entity/Q27208014,Nikolai Zaitsev,1938-12-16T00:00:00Z,http://www.wikidata.org/entity/Q4199721,Ильинский,,,,False,True,
http://www.wikidata.org/entity/Q65448130,Наталья Синицкая,1974-06-07T00:00:00Z,http://www.wikidata.org/entity/Q13604225,Ладва,,,,False,True,
http://www.wikidata.org/entity/Q65448133,Мишина Ольга Федоровна,1933-01-23T00:00:00Z,http://www.wikidata.org/entity/Q16021958,Метчелица,,,,True,False,
http://www.wikidata.org/entity/Q66459001,Митрошина Александра Александровна,1994-06-27T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,,,,False,True,
http://www.wikidata.org/entity/Q96654135,Pekka Pohjanvalo,1900-06-26T00:00:00Z,http://www.wikidata.org/entity/Q2642406,Салми,1970-01-22T00:00:00Z,http://www.wikidata.org/entity/Q125080,Вааса,True,False,
http://www.wikidata.org/entity/Q65448133,Мишина Ольга Федоровна,1933-01-23T00:00:00Z,http://www.wikidata.org/entity/Q1036164,Пряжинский район,,,,True,False,
http://www.wikidata.org/entity/Q71165014,Лида Юсупова,1963-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,,,,True,True,
http://www.wikidata.org/entity/Q67457665,Вера Ларионова,1956-05-28T00:00:00Z,http://www.wikidata.org/entity/Q4236036,Коткозеро,,,,True,True,
http://www.wikidata.org/entity/Q119220830,Karlheinz Rüdiger,1908-09-29T00:00:00Z,http://www.wikidata.org/entity/Q1799,Вроцлав,1943-01-31T00:00:00Z,http://www.wikidata.org/entity/Q15288,Ладожское озеро,False,True,
http://www.wikidata.org/entity/Q109485400,Тимофей Андреев,1745-01-01T00:00:00Z,,,1808-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4128796,Выгорецкая обитель,False,True,
http://www.wikidata.org/entity/Q110225076,Dess Terentjeva,1992-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,,,,False,True,
http://www.wikidata.org/entity/Q135190187,Гальгаф,1902-01-01T00:00:00Z,http://www.wikidata.org/entity/Q18796843,Подлесная Шентала,1937-10-27T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,False,True,
http://www.wikidata.org/entity/Q133356619,Q133356619,1974-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,,,,True,False,
http://www.wikidata.org/entity/Q135411456,Q135411456,1897-01-07T00:00:00Z,,,1937-11-03T00:00:00Z,http://www.wikidata.org/entity/Q2664713,Сандармох,False,True,
http://www.wikidata.org/entity/Q61102368,Q61102368,,http://www.wikidata.org/entity/Q1895,Петрозаводск,,,,True,False,
http://www.wikidata.org/entity/Q31827078,Тамара Савельева,,http://www.wikidata.org/entity/Q16023541,Утозеро,,,,False,True,
http://www.wikidata.org/entity/Q18708629,Мазаев Матвей Владимирович,1926-04-20T00:00:00Z,http://www.wikidata.org/entity/Q656,Санкт-Петербург,2010-05-19T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,True,True,
http://www.wikidata.org/entity/Q31827093,Леонид-Рикхард Иванович Нярья,1945-06-09T00:00:00Z,http://www.wikidata.org/entity/Q1036164,Пряжинский район,1993-04-01T00:00:00Z,http://www.wikidata.org/entity/Q1895,Петрозаводск,False,True,
http://www.wikidata.org/entity/Q31827132,Anna Usova,,http://www.wikidata.org/entity/Q4110647,Видлица,,,,True,False,
http://www.wikidata.org/entity/Q31827117,Валентина Либерцова,1957-01-01T00:00:00Z,http://www.wikidata.org/entity/Q303974,Олонецкий район,,,,True,False,
